3		5.551115123125783E-17		2.3885471672880812E-14		0.011299119884930707
4		1.6653345369377348E-16		6.729080034130642E-13		0.0014123899856163388
5		2.636779683484747E-16		1.5981565081060274E-12		1.412389985616339E-4
6		5.551115123125783E-17		3.364540017065299E-13		1.1769916546802827E-5
7		4.440892098500626E-16		2.460319887479016E-12		8.407083247716307E-7
8		1.942890293094024E-16		1.0069086448328828E-13		5.254427029822693E-8
9		3.8163916471489756E-16		1.3458160068261284E-12		2.9191261276792744E-9
10		2.7755575615628914E-16		8.621633793729885E-13		1.4595630638396378E-10
11		2.220446049250313E-16		3.738314339816149E-13		6.634377562907445E-12
12		3.191891195797325E-16		4.96086045855851E-13		2.76432398454477E-13
13		2.7755575615628914E-16		1.4299295072527518E-12		1.0632015325172191E-14
14		2.7755575615628914E-16		1.3878727570394356E-12		3.797148330418641E-16
15		6.876443858772063E-15		1.5308657077647212E-11		1.2657161101395472E-17
16		3.7816971776294395E-16		2.29209288662575E-12		3.955362844186086E-19
17		9.645062526431047E-16		2.81530891410661E-12		1.1633420129959079E-20
18		1.50712775592865E-13		6.009068470478583E-10		3.2315055916553004E-22
19		5.828670879282072E-16		3.5327670179185637E-12		8.503962083303424E-24
20		5.384581669432009E-15		1.1172634281135323E-11		2.1259905208258567E-25
21		7.452372052796363E-15		3.570618093110548E-11		5.061882192442517E-27
22		1.536964999715451E-15		8.93705942032976E-12		1.1504277710096633E-28
23		2.831068712794149E-15		1.7159154087032905E-11		2.5009299369775287E-30
24		8.257283745649602E-15		5.0047532753846645E-11		5.210270702036521E-32
25		7.915890165577366E-14		2.8283550528630806E-10		1.0420541404073042E-33
26		3.802513859341161E-13		1.6762138365019428E-9		2.003950270014047E-35
27		2.099431739566171E-13		1.2724690344541044E-9		3.7110190185445324E-37
28		8.08242361927114E-14		4.898770264847075E-10		6.626819675972382E-39
29		9.137135492665038E-14		5.538032868089519E-10		1.1425551165469627E-40
30		1.2739809207573671E-14		6.266455781784161E-11		1.9042585275782716E-42
31		9.514611321037592E-14		5.76682158924996E-10		3.071384721900438E-44
32		2.5490720645393594E-13		1.221328026194695E-9		4.799038627969436E-46
33		1.325606291402437E-13		4.4882963827651386E-10		7.271270648438541E-48
34		1.7815748876159887E-12		1.0798154730769296E-8		1.0693045071233152E-49
35		7.970291093783999E-13		4.8308065565021276E-9		1.5275778673190218E-51
36		3.327338404801594E-13		2.0167052862288448E-9		2.1216359268319754E-53
37		1.9518719973632415E-11		8.949878317794297E-8		2.8670755767999676E-55
38		1.5974999101331377E-11		9.682473261110517E-8		3.7724678642104845E-57
39		7.486233855047431E-13		2.4137210082426614E-9		4.836497261808314E-59
40		4.088396288182139E-12		2.2746309239370584E-8		6.045621577260394E-61
41		1.7923440509548527E-12		7.718564588416293E-9		7.372709240561459E-63
42		5.373812506093145E-12		3.257076608920255E-8		8.777034810192215E-65
43		6.23560092449793E-11		3.779407988409375E-7		1.0205854430456065E-66
44		4.6022075039786614E-12		2.7894055465481747E-8		1.1597561852790985E-68
45		2.8975377652784573E-11		1.2827338813094468E-7		1.2886179836434431E-70
46		1.420358275439071E-10		6.327101141215242E-7		1.400671721351569E-72
47		2.2260304710641776E-11		9.975438713120073E-8		1.4900762993101798E-74
48		9.011347223975008E-12		5.461792391302671E-8		1.552162811781438E-76
49		2.2328646709368627E-9		1.3533429538798695E-5		1.5838396038586104E-78
50		2.472877458359335E-11		1.4988150995621365E-7		1.5838396038586108E-80
51		1.5686674181836224E-11		9.507719052624209E-8		1.5527839253515793E-82
52		5.3715809578136486E-11		3.255724063833219E-7		1.4930614666842113E-84
53		1.3091161488176795E-10		7.934574535004617E-7		1.4085485534756714E-86
54		1.1592171667018647E-11		3.7910964004288623E-8		1.304211623588585E-88
55		5.347281506473678E-10		3.240996126362693E-6		1.1856469305350772E-90
56		1.5270977815617925E-9		9.255764800537459E-6		1.0586133308348906E-92
57		1.7634546045641741E-9		1.068832739680781E-5		9.286081849428867E-95
58		1.4269424530866104E-9		8.648721705407278E-6		8.005242973645577E-97
59		8.15760903272178E-10		4.9443402677459115E-6		6.784104214953879E-99
60		2.622043693278897E-10		1.3722673475322372E-6		5.653420179128235E-101
61		1.8763431919310847E-9		1.1372546983758211E-5		4.633950966498554E-103
62		8.395600770150224E-9		5.088587451698944E-5		3.7370572310472215E-105
63		1.1359039264746684E-9		6.8847324031240355E-6		2.9659184373390664E-107
64		5.739876685062484E-9		3.4789487105858275E-5		2.317123779171146E-109
65		2.7685073678007655E-8		1.3413486575787088E-4		1.782402907054728E-111
66		1.0053986643221435E-8		4.8866275444919E-5		1.3503052326172186E-113
67		2.4013157018387687E-9		1.1707298046434124E-5		1.0076904721024021E-115
68		5.746325082434112E-9		2.8099411308088144E-5		7.40948876545884E-118
69		6.456086376616099E-8		3.16621661413887E-4		5.369194757578872E-120
70		7.0277202945945305E-9		4.2595128429963226E-5		3.8351391125563376E-122
71		3.6928430313665217E-9		1.5842501214837377E-5		2.7008021919410834E-124
72		2.270953314287283E-9		1.3764285433345802E-5		1.875557077736864E-126
73		7.463780316019353E-8		3.7005056884836335E-4		1.2846281354362085E-128
74		2.256401621103521E-9		1.3676087381338636E-5		8.679919834028439E-131
75		4.3810521654918944E-8		2.288826180703301E-4		5.786613222685627E-133
76		5.857981213441832E-7		0.0029261062389340704		3.806982383345808E-135
77		3.394225693842401E-7		0.0020572457822587114		2.472066482692084E-137
